"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","PK_Standard","PKatt_Standard","FK_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected"
"1029","Girona","La Liga","Yan Couto","BRA","DF,MF",40,57,28,18,5,24,8,74,100,73,89,87,77,23,24,37,75,75
"1030","Girona","La Liga","Bernardo Espinosa","COL","DF",41,57,35,55,90,31,50,61,46,9,89,87,77,44,45,71,57,58
"1031","Girona","La Liga","Aleix García","ESP","MF",77,57,79,86,76,50,62,35,32,88,89,87,95,60,62,28,24,23
"1032","Girona","La Liga","Borja García","ESP","MF,FW",23,57,28,41,63,44,51,74,68,77,89,87,77,31,32,56,70,70
"1034","Girona","La Liga","Miguel Gutiérrez","ESP","DF",77,70,54,49,22,25,22,69,90,69,89,87,77,35,36,18,88,88
"1035","Girona","La Liga","Yangel Herrera","VEN","MF,FW",31,70,66,70,55,79,77,57,54,56,89,87,77,66,67,63,45,53
"1036","Girona","La Liga","Javi","ESP","DF",38,57,49,62,70,49,59,49,42,80,89,87,77,47,48,47,52,53
"1037","Girona","La Liga","Juanpe","ESP","DF",50,57,17,18,17,6,5,90,100,5,89,87,77,23,24,56,75,75
"1038","Girona","La Liga","David López","ESP","DF,MF",55,77,39,70,96,23,56,95,72,50,89,87,77,54,55,86,91,91
"1039","Girona","La Liga","Iván Martín","ESP","MF",53,77,54,67,71,43,53,87,78,35,89,87,77,68,70,86,78,78
"1040","Girona","La Liga","Arnau Martinez","ESP","DF",88,77,60,41,7,26,11,79,100,18,89,87,77,63,64,63,85,85
"1041","Girona","La Liga","Reinier","BRA","MF,FW",20,57,32,41,52,52,54,66,68,13,89,87,77,47,48,82,52,53
"1042","Girona","La Liga","Rodrigo Riquelme","ESP","MF,FW",73,83,93,94,64,80,81,49,43,71,89,87,91,82,84,37,61,61
"1043","Girona","La Liga","Joel Roca","ESP","MF,FW",2,31,13,32,90,98,98,32,32,61,89,87,77,14,14,28,45,46
"1044","Girona","La Liga","Oriol Romeu","ESP","MF",94,70,68,55,17,30,22,53,75,57,89,87,77,60,62,37,66,67
"1045","Girona","La Liga","Samuel Sáiz","ESP","MF",8,70,6,18,90,30,48,32,32,96,97,96,77,58,5,37,70,58
"1046","Girona","La Liga","Cristhian Stuani","URU","FW",36,95,74,87,91,81,93,77,55,21,99,100,77,96,87,93,41,27
"1048","Girona","La Liga","Viktor Tsyhankov","UKR","MF",49,77,52,67,76,43,55,88,78,55,89,87,77,72,74,93,70,70
"1049","Girona","La Liga","Oscar Ureña","ESP","MF",3,31,3,18,100,37,81,32,32,50,89,87,77,10,10,95,52,53
"1051","Girona","La Liga","Manu Vallejo","ESP","FW,MF",6,31,3,18,100,13,54,32,32,17,89,87,77,1,1,4,61,61
"1052","Girona","La Liga","Toni Villa","ESP","MF,FW",30,57,54,41,11,64,41,45,68,85,89,87,77,41,42,28,61,61
"1053","Hellas Verona","Serie A","Oliver Abildgaard","DEN","MF",19,31,9,32,96,14,41,32,32,26,89,87,77,5,5,18,57,58
"1056","Hellas Verona","Serie A","Jayden Braaf","NED","MF,FW",10,31,32,41,52,89,83,32,32,49,89,87,77,35,36,47,24,23
"1057","Hellas Verona","Serie A","Juan Cabal","COL","DF",12,31,3,18,100,4,35,32,32,100,89,87,77,1,1,1,61,61
"1058","Hellas Verona","Serie A","Federico Ceccherini","ITA","DF",50,70,25,32,37,13,16,96,100,34,89,87,77,35,36,71,88,88
"1061","Hellas Verona","Serie A","Paweł Dawidowicz","POL","DF",57,57,39,32,12,22,13,57,90,7,89,87,77,44,45,63,57,58
"1062","Hellas Verona","Serie A","Fabio Depaoli","ITA","DF",72,70,58,49,18,33,23,66,90,42,89,87,77,58,59,56,70,70
"1063","Hellas Verona","Serie A","Josh Doig","SCO","DF",47,70,56,62,52,48,51,66,68,43,89,87,77,60,62,63,66,67
"1064","Hellas Verona","Serie A","Ondrej Duda","SVK","MF",36,31,45,49,41,46,45,32,32,86,89,87,87,35,36,37,24,23
"1065","Hellas Verona","Serie A","Davide Faraoni","ITA","DF",49,57,58,49,18,49,36,42,54,69,89,87,77,63,65,71,16,16
"1066","Hellas Verona","Serie A","Adolfo Gaich","ARG","FW",24,70,66,70,55,91,86,57,54,42,89,87,77,70,72,71,35,35
"1067","Hellas Verona","Serie A","Koray Günter","GER","DF",34,57,32,18,3,33,9,66,100,28,89,87,77,38,39,63,63,64
"1068","Hellas Verona","Serie A","Thomas Henry","FRA","FW",35,70,56,55,34,59,54,66,75,54,89,87,77,58,59,63,70,70
"1070","Hellas Verona","Serie A","Martin Hongla","CMR","MF",17,31,17,32,70,35,45,32,32,99,89,87,77,10,10,4,52,53
"1072","Hellas Verona","Serie A","Ivan Ilić","SRB","MF",29,31,32,32,21,40,30,32,32,81,89,87,77,19,19,10,41,41
"1073","Hellas Verona","Serie A","Yayah Kallon","SLE","MF,FW",30,57,60,62,39,73,67,42,42,69,89,87,77,58,59,47,27,27
"1074","Hellas Verona","Serie A","Kevin Lasagna","ITA","FW,MF",55,57,92,79,18,91,67,32,34,60,89,87,77,90,91,77,0,0
"1075","Hellas Verona","Serie A","Darko Lazović","SRB","DF,MF",75,83,88,86,44,65,63,57,58,65,89,87,95,80,82,47,72,72
"1076","Hellas Verona","Serie A","Giangiacomo Magnani","ITA","DF",51,31,25,18,7,13,5,32,32,66,89,87,77,23,24,37,35,35
"1078","Hellas Verona","Serie A","Cyril Ngonge","BEL","MF,FW",22,77,68,77,73,93,94,74,59,91,89,87,77,60,62,47,88,88
"1080","Hellas Verona","Serie A","Roberto Piccoli","ITA","FW",6,31,13,32,90,68,83,32,32,18,89,87,77,19,19,63,41,41
"1082","Hellas Verona","Serie A","Ibrahim Sulemana","GHA","MF",19,31,32,41,52,55,58,32,32,92,89,87,77,14,14,10,45,46
"1083","Hellas Verona","Serie A","Adrien Tameze","CMR","MF",96,31,39,32,12,7,5,32,32,85,89,87,77,35,36,47,24,23
"1084","Hellas Verona","Serie A","Filippo Terracciano","ITA","DF,MF",28,31,17,41,94,19,44,32,32,88,89,87,77,10,10,10,52,53
"1085","Hellas Verona","Serie A","Miguel Veloso","POR","MF",38,31,49,32,5,49,22,32,32,89,89,87,91,23,24,4,35,35
"1086","Hellas Verona","Serie A","Simone Verdi","ITA","MF,FW",36,87,75,77,54,83,79,77,75,77,95,94,97,71,62,28,96,95
"1088","Hellas Verona","Serie A","Milan Đurić","BIH","FW",45,57,52,55,42,46,45,45,46,7,89,87,77,52,53,56,41,41
"1090","Hertha BSC","Bundesliga","Jean-Paul Boëtius","NED","MF",36,31,17,41,94,12,36,32,32,76,89,87,77,23,24,71,35,35
"1092","Hertha BSC","Bundesliga","Tolga Ciğerci","TUR","MF",23,31,32,41,52,49,51,32,32,99,89,87,87,10,10,1,52,53
"1093","Hertha BSC","Bundesliga","Márton Dárdai","GER","DF,MF",32,57,6,18,90,2,11,99,100,84,89,87,77,5,5,10,84,84
"1096","Hertha BSC","Bundesliga","Chidera Ejuke","NGA","FW,MF",30,31,68,55,17,82,59,32,32,79,89,87,77,54,55,28,10,10
"1098","Hertha BSC","Bundesliga","Stevan Jovetić","MNE","FW,MF",30,83,72,62,21,88,66,79,94,62,89,87,87,72,74,63,89,89
"1099","Hertha BSC","Bundesliga","Wilfried Kanga","CIV","FW",50,70,69,74,58,60,63,53,47,12,89,87,77,78,80,82,13,13
"1100","Hertha BSC","Bundesliga","Marc-Oliver Kempf","GER","DF",90,57,52,55,42,17,23,45,46,10,89,87,77,54,55,63,35,35
"1101","Hertha BSC","Bundesliga","Jonjoe Kenny","ENG","DF",76,31,22,18,11,3,2,32,32,94,89,87,77,14,14,10,45,46
"1103","Hertha BSC","Bundesliga","Dodi Lukebakio","BEL","FW,MF",81,97,94,94,61,77,78,61,55,74,99,99,87,95,87,47,96,89
"1105","Hertha BSC","Bundesliga","Ibrahim Maza","GER","MF,FW",2,57,3,18,100,51,93,100,100,1,89,87,77,35,36,100,66,67
"1106","Hertha BSC","Bundesliga","Maximilian Mittelstädt","GER","DF,MF",29,31,22,32,52,24,30,32,32,89,89,87,77,14,14,18,45,46
"1107","Hertha BSC","Bundesliga","Jessic Ngankam","GER","FW,MF",28,83,56,67,66,70,75,85,78,25,95,94,77,82,80,96,57,46
"1108","Hertha BSC","Bundesliga","Florian Niederlechner","GER","FW",27,57,62,67,52,82,77,42,38,35,89,87,77,66,69,71,13,13
"1110","Hertha BSC","Bundesliga","Marvin Plattenhardt","GER","DF",81,31,28,18,5,5,2,32,32,98,89,87,95,14,14,10,45,46
"1111","Hertha BSC","Bundesliga","Marco Richter","GER","MF,FW",63,91,90,87,40,81,74,69,75,84,89,87,95,80,83,47,95,95
"1114","Hertha BSC","Bundesliga","Derry Scherhant","GER","FW,MF",10,57,13,18,28,50,43,95,100,41,89,87,77,10,10,18,83,82
"1115","Hertha BSC","Bundesliga","Davie Selke","GER","FW",9,57,17,41,94,61,83,32,32,56,95,94,77,47,19,47,52,41
"1116","Hertha BSC","Bundesliga","Suat Serdar","GER","MF",70,83,66,67,40,43,41,85,91,68,89,87,77,61,63,47,95,95
"1118","Hertha BSC","Bundesliga","Ivan Šunjić","CRO","MF",34,31,22,41,90,18,37,32,32,49,89,87,77,27,28,71,31,31
"1119","Hertha BSC","Bundesliga","Lucas Tousart","FRA","MF",96,87,88,88,61,52,59,69,60,48,89,87,77,80,82,47,90,90
"1120","Hertha BSC","Bundesliga","Filip Uremović","CRO","DF",60,31,32,41,52,15,22,32,32,18,89,87,77,38,39,63,21,20
"1121","Hoffenheim","Bundesliga","Kevin Akpoguma","NGA","DF",67,31,28,18,5,9,3,32,32,68,89,87,77,27,28,47,31,31
"1122","Hoffenheim","Bundesliga","Angeliño","ESP","DF",88,31,62,49,13,28,18,32,32,75,89,87,95,44,45,18,16,16
"1125","Hoffenheim","Bundesliga","Christoph Baumgartner","AUT","MF,FW",86,93,96,92,37,79,69,66,70,39,89,87,77,92,94,71,57,58
"1126","Hoffenheim","Bundesliga","Ihlas Bebou","TOG","FW,DF",50,93,74,83,81,66,78,91,79,34,95,94,77,85,83,86,96,95
"1127","Hoffenheim","Bundesliga","Ermin Bičakčić","BIH","DF",9,31,6,18,90,26,45,32,32,10,89,87,77,5,5,37,57,58
"1128","Hoffenheim","Bundesliga","Tom Bischof","GER","MF,FW",10,31,25,32,37,71,63,32,32,85,89,87,77,41,42,86,19,18
"1130","Hoffenheim","Bundesliga","Jacob Bruun Larsen","DEN","FW",10,57,25,32,37,69,62,77,90,32,89,87,77,49,50,96,45,46
"1131","Hoffenheim","Bundesliga","Moanes Dabbur","ISR","FW",32,91,64,86,94,75,94,95,78,34,89,87,77,79,82,91,96,96
"1134","Hoffenheim","Bundesliga","Kasper Dolberg","DEN","FW,MF",13,57,25,41,75,59,69,77,68,48,89,87,77,23,24,37,75,75
"1135","Hoffenheim","Bundesliga","Dennis Geiger","GER","MF",67,57,17,41,94,3,18,90,68,93,89,87,77,10,10,4,83,82
"1136","Hoffenheim","Bundesliga","Ozan Kabak","TUR","DF",81,70,68,62,28,37,33,53,68,25,89,87,77,49,50,18,80,80
"1137","Hoffenheim","Bundesliga","Pavel Kadeřábek","CZE","DF",58,57,28,18,5,12,3,74,100,7,89,87,77,49,50,93,45,46
"1138","Hoffenheim","Bundesliga","Andrej Kramarić","CRO","MF,FW",81,98,93,94,60,75,76,77,72,59,99,100,95,99,96,88,15,35
"1139","Hoffenheim","Bundesliga","Stanley N'Soki","FRA","DF",45,57,22,32,52,12,18,85,90,52,89,87,77,23,24,56,75,75
"1140","Hoffenheim","Bundesliga","Finn Ole Becker","GER","MF",17,31,22,32,52,44,46,32,32,91,89,87,77,19,19,37,41,41
"1142","Hoffenheim","Bundesliga","Grischa Prömel","GER","MF",52,57,68,55,17,57,41,38,46,44,89,87,77,70,72,71,10,10
"1145","Hoffenheim","Bundesliga","Sebastian Rudy","GER","MF",27,31,17,32,70,20,33,32,32,99,89,87,77,10,10,4,52,53
"1146","Hoffenheim","Bundesliga","Georginio Rutter","FRA","FW",35,70,72,86,90,82,92,49,38,39,89,87,77,75,77,71,19,18
"1148","Hoffenheim","Bundesliga","Robert Skov","DEN","DF",47,77,85,81,41,86,77,35,33,85,97,96,98,79,62,18,41,23
"1149","Hoffenheim","Bundesliga","Angelo Stiller","GER","MF",24,57,25,41,75,37,49,77,68,84,89,87,77,14,14,10,80,80
"1152","Inter","Serie A","Francesco Acerbi","ITA","DF",81,31,56,32,3,26,8,32,32,41,89,87,77,41,42,28,19,18
"1154","Inter","Serie A","Nicolò Barella","ITA","MF",87,91,80,83,66,47,55,87,79,76,89,87,87,77,79,63,97,97
"1155","Inter","Serie A","Alessandro Bastoni","ITA","DF",72,31,42,41,28,17,16,32,32,21,89,87,77,41,42,56,19,18
"1156","Inter","Serie A","Raoul Bellanova","ITA","DF",15,31,13,18,28,30,27,32,32,2,89,87,77,27,28,91,31,31
"1157","Inter","Serie A","Marcelo Brozović","CRO","MF",59,70,66,62,29,50,43,57,68,79,89,87,87,66,69,63,45,46
"1158","Inter","Serie A","Hakan Çalhanoğlu","TUR","MF",78,77,92,87,34,74,64,38,36,97,95,94,99,76,69,10,57,46
"1160","Inter","Serie A","Joaquín Correa","ARG","FW",33,77,64,70,59,73,75,77,72,23,89,87,77,79,81,91,41,41
"1161","Inter","Serie A","Danilo D'Ambrosio","ITA","DF",25,31,9,32,96,9,35,32,32,2,89,87,77,14,14,56,45,46
"1162","Inter","Serie A","Matteo Darmian","ITA","DF",67,57,25,18,7,7,3,77,100,75,89,87,77,41,42,86,61,61
"1163","Inter","Serie A","Federico Dimarco","ITA","DF",71,83,90,87,40,75,68,53,55,77,89,87,98,76,78,28,84,84
"1164","Inter","Serie A","Denzel Dumfries","NED","DF",73,57,79,83,70,54,62,35,33,10,89,87,77,79,82,71,3,3
"1165","Inter","Serie A","Edin Džeko","BIH","FW",59,95,97,96,53,97,93,74,72,28,89,87,77,97,98,82,31,31
"1166","Inter","Serie A","Roberto Gagliardini","ITA","MF",23,31,45,32,8,63,36,32,32,44,89,87,77,31,32,28,27,27
"1167","Inter","Serie A","Robin Gosens","GER","DF",38,77,71,55,13,74,51,69,92,18,89,87,77,75,77,71,61,61
"1169","Inter","Serie A","Romelu Lukaku","BEL","FW",55,96,89,92,71,87,88,85,76,34,97,96,77,95,94,88,89,84
"1170","Inter","Serie A","Lautaro Martínez","ARG","FW",85,100,100,100,71,98,97,81,72,35,95,96,77,99,100,86,98,99
"1171","Inter","Serie A","Henrikh Mkhitaryan","ARM","MF",69,77,82,62,11,60,37,57,90,71,89,87,77,73,75,47,66,67
"1173","Inter","Serie A","Milan Škriniar","SVK","DF",61,31,32,32,21,14,11,32,32,20,89,87,77,35,36,56,24,23
"1174","Inter","Serie A","Stefan de Vrij","NED","DF",64,57,58,55,30,38,34,42,46,3,89,87,77,63,65,71,16,16
"1178","Juventus","Serie A","Leonardo Bonucci","ITA","DF",27,57,6,18,90,3,13,99,100,35,89,94,77,38,5,18,63,84
"1179","Juventus","Serie A","Gleison Bremer","BRA","DF",88,83,79,67,19,46,34,74,91,4,89,87,77,86,88,88,21,20
"1180","Juventus","Serie A","Federico Chiesa","ITA","DF,FW",26,57,64,32,2,85,33,42,90,75,89,87,87,47,48,18,52,53
"1181","Juventus","Serie A","Juan Cuadrado","COL","DF,FW",69,57,77,74,39,54,51,35,35,78,89,87,96,49,50,10,45,46
"1182","Juventus","Serie A","Danilo","BRA","DF",98,77,78,55,8,37,20,61,92,36,89,87,87,73,75,56,66,67
"1184","Juventus","Serie A","Ángel Di María","ARG","FW,MF",46,83,81,79,44,79,74,57,55,80,95,94,87,74,67,28,86,82
"1185","Juventus","Serie A","Nicolò Fagioli","ITA","MF",54,77,45,70,94,31,57,92,72,70,89,87,77,54,55,77,91,91
"1186","Juventus","Serie A","Federico Gatti","ITA","DF",47,31,39,41,33,29,28,32,32,48,89,87,77,23,24,10,35,35
"1187","Juventus","Serie A","Samuel Iling-Junior","ENG","DF,FW",9,57,13,18,28,53,44,95,100,86,89,87,77,31,32,96,70,70
"1188","Juventus","Serie A","Moise Kean","ITA","FW",34,91,84,86,60,96,93,81,78,29,89,87,77,91,92,91,45,46
"1189","Juventus","Serie A","Filip Kostić","SRB","DF,FW",85,77,83,79,38,52,50,53,55,69,89,87,77,68,70,28,78,78
"1190","Juventus","Serie A","Manuel Locatelli","ITA","MF",79,31,72,79,71,43,53,32,32,93,89,87,77,49,50,18,13,13
"1191","Juventus","Serie A","Weston McKennie","USA","MF,DF",36,57,28,49,90,26,45,74,54,6,89,87,77,38,39,71,63,64
"1192","Juventus","Serie A","Arkadiusz Milik","POL","FW",53,93,87,94,91,83,93,85,61,26,89,94,91,91,90,86,78,90
"1193","Juventus","Serie A","Fabio Miretti","ITA","MF,FW",41,31,60,55,28,58,49,32,32,51,89,87,77,68,70,77,3,3
"1194","Juventus","Serie A","Leandro Paredes","ARG","MF",33,57,52,32,5,57,27,45,90,97,89,87,95,27,28,10,72,72
"1196","Juventus","Serie A","Paul Pogba","FRA","MF,FW",3,31,17,32,70,97,96,32,32,62,89,87,77,14,14,37,45,46
"1197","Juventus","Serie A","Adrien Rabiot","FRA","MF",88,94,89,94,82,59,74,85,70,48,89,87,77,89,90,77,95,96
"1199","Juventus","Serie A","Daniele Rugani","ITA","DF",19,31,13,18,28,24,22,32,32,14,89,87,77,23,24,77,35,35
"1201","Juventus","Serie A","Matìas Soulé","ARG","MF,FW",14,57,35,55,90,75,88,61,46,48,89,87,77,54,55,88,35,35
"1203","Juventus","Serie A","Dušan Vlahović","SRB","FW",66,96,96,92,41,92,83,69,75,38,97,98,95,97,95,71,70,80
"1205","Köln","Bundesliga","Sargis Adamyan","ARM","FW,MF",22,57,62,79,91,91,96,42,34,26,89,87,77,79,81,91,3,3
"1206","Köln","Bundesliga","Julian Chabot","GER","DF",62,31,47,41,19,28,20,32,32,3,89,87,77,56,57,71,9,8
"1208","Köln","Bundesliga","Florian Dietz","GER","FW",13,57,54,62,56,97,94,45,42,13,89,87,77,70,72,88,10,10
"1209","Köln","Bundesliga","Ondrej Duda","SVK","MF",23,31,42,41,28,59,50,32,32,63,89,87,77,31,32,28,27,27
"1210","Köln","Bundesliga","Kingsley Ehizibue","NED","DF",2,31,3,18,100,57,95,32,32,100,89,87,77,1,1,1,61,61
"1211","Köln","Bundesliga","Jonas Hector","GER","DF",93,31,69,55,17,33,22,32,32,44,89,87,77,58,59,37,8,8
"1212","Köln","Bundesliga","Timo Hübers","GER","DF",86,77,49,67,81,17,35,90,78,8,89,87,77,60,62,77,88,88
"1213","Köln","Bundesliga","Denis Huseinbasic","GER","MF,FW",27,83,52,49,28,67,56,95,100,27,89,87,77,68,70,88,92,91
"1214","Köln","Bundesliga","Florian Kainz","AUT","MF,FW",79,91,91,92,61,70,73,45,39,84,98,98,97,90,82,37,61,31
"1215","Köln","Bundesliga","Luca Kilian","GER","DF",39,57,13,18,28,6,8,95,100,5,89,87,77,44,45,99,57,58
"1218","Köln","Bundesliga","Dejan Ljubicic","AUT","MF,FW",60,87,81,86,71,67,74,69,58,84,95,94,77,78,73,47,92,90
"1219","Köln","Bundesliga","Linton Maina","GER","FW,MF",76,77,82,83,61,55,60,57,48,36,89,87,77,85,87,82,9,8
"1220","Köln","Bundesliga","Eric Martel","GER","MF",70,57,74,70,37,50,47,38,36,76,89,87,77,58,59,28,27,27
"1223","Köln","Bundesliga","Kingsley Schindler","GHA","DF,MF",37,31,39,49,59,38,44,32,32,19,89,87,77,65,67,97,4,4
"1224","Köln","Bundesliga","Benno Schmitz","GER","DF",82,57,35,32,17,9,7,61,90,69,89,87,77,19,19,10,78,78
"1226","Köln","Bundesliga","Davie Selke","GER","FW",30,87,74,87,91,91,96,87,68,10,89,87,77,79,81,77,92,91
"1227","Köln","Bundesliga","Ellyes Skhiri","TUN","MF",94,93,79,79,53,42,46,92,92,36,89,87,77,88,90,93,92,92
"1229","Köln","Bundesliga","Jan Thielmann","GER","FW",30,70,45,67,91,54,72,79,58,59,89,87,77,44,45,47,84,84
"1230","Köln","Bundesliga","Steffen Tigges","GER","FW",56,91,82,79,42,71,66,85,90,15,89,87,77,87,89,86,85,85
"1231","Köln","Bundesliga","Mark Uth","GER","MF,FW",1,31,3,18,100,70,98,32,32,22,89,87,77,5,5,37,57,58
"1232","Lazio","Serie A","Luis Alberto","ESP","MF",79,87,88,87,55,62,63,57,55,88,95,96,95,83,73,28,80,90
"1233","Lazio","Serie A","Felipe Anderson","BRA","FW",94,95,87,95,92,51,72,92,72,35,89,87,77,90,91,88,98,98
"1234","Lazio","Serie A","Marcos Antônio","BRA","MF",20,57,9,18,52,14,20,98,100,61,89,87,77,47,48,100,52,53
"1235","Lazio","Serie A","Toma Bašić","CRO","MF",17,57,39,55,79,70,80,57,46,69,89,87,77,60,62,93,24,23
"1236","Lazio","Serie A","Matteo Cancellieri","ITA","FW",8,31,22,18,11,74,46,32,32,57,89,87,77,19,19,28,41,41
"1237","Lazio","Serie A","Nicolò Casale","ITA","DF",82,57,28,32,28,5,7,74,90,8,89,87,77,27,28,47,72,72
"1238","Lazio","Serie A","Danilo Cataldi","ITA","MF",66,31,25,18,7,7,3,32,32,99,89,87,87,10,10,4,52,53
"1240","Lazio","Serie A","Elseid Hysaj","ALB","DF",66,57,13,32,90,2,9,95,90,77,89,87,77,14,14,28,80,80
"1241","Lazio","Serie A","Ciro Immobile","ITA","FW",73,98,96,97,72,88,90,69,59,36,99,99,77,99,98,88,11,8
"1242","Lazio","Serie A","Manuel Lazzari","ITA","DF",65,31,22,32,52,5,11,32,32,56,89,87,77,14,14,18,45,46
"1243","Lazio","Serie A","Adam Marušić","MNE","DF",92,31,52,67,76,17,33,32,32,91,89,87,77,31,32,10,27,27
"1245","Lazio","Serie A","Sergej Milinković-Savić","SRB","MF",95,95,95,92,41,68,64,79,80,52,89,87,98,91,93,71,96,96
"1247","Lazio","Serie A","Pedro","ESP","FW",63,83,85,83,52,69,67,61,60,68,89,87,77,78,80,56,80,80
"1251","Lazio","Serie A","Alessio Romagnoli","ITA","DF",94,57,42,49,52,9,16,53,54,18,89,87,77,47,48,63,52,53
"1252","Lazio","Serie A","Luka Romero","ARG","FW",4,57,17,18,17,91,65,90,100,39,89,87,77,38,39,93,63,64
"1253","Lazio","Serie A","Matías Vecino","URU","MF",57,70,68,55,17,53,38,53,75,65,89,87,77,68,70,63,41,41
"1254","Lazio","Serie A","Mattia Zaccagni","ITA","FW",91,96,92,94,71,66,72,85,75,50,95,94,87,91,91,71,99,98
"1255","Lecce","Serie A","Kristoffer Askildsen","NOR","MF",25,31,35,41,39,50,48,32,32,91,89,87,87,23,24,18,35,35
"1256","Lecce","Serie A","Lameck Banda","ZAM","FW,MF",56,57,80,77,39,69,63,35,34,68,89,87,77,73,75,56,7,7
"1257","Lecce","Serie A","Federico Baschirotto","ITA","DF",99,77,60,55,28,19,18,79,92,12,89,87,77,61,63,56,86,86
"1258","Lecce","Serie A","Kristijan Bistrović","CRO","MF",15,31,28,18,5,59,28,32,32,92,89,87,95,14,14,10,45,46
"1259","Lecce","Serie A","Alexis Blin","FRA","MF",77,57,60,41,7,32,14,42,68,20,89,87,77,68,70,77,11,11
"1262","Lecce","Serie A","Assan Ceesay","GAM","FW",61,91,85,74,21,72,56,74,90,31,95,94,77,87,85,71,85,82
"1263","Lecce","Serie A","Lorenzo Colombo","ITA","FW",52,87,87,79,30,85,69,61,70,49,95,96,77,90,87,71,16,31
"1265","Lecce","Serie A","Federico Di Francesco","ITA","FW,MF",70,70,85,88,71,65,72,42,36,54,89,87,87,78,80,47,13,13
"1267","Lecce","Serie A","Antonino Gallo","ITA","DF",82,31,28,18,5,5,2,32,32,93,89,87,77,27,28,37,31,31
"1269","Lecce","Serie A","Joan Gonzàlez","ESP","MF",75,57,54,49,22,28,22,45,54,46,89,87,77,54,55,56,35,35
"1270","Lecce","Serie A","Morten Hjulmand","DEN","MF",94,31,52,49,28,16,16,32,32,96,89,87,77,27,28,10,31,31
"1273","Lecce","Serie A","Youssef Maleh","ITA","MF",21,31,22,18,11,35,18,32,32,78,89,87,77,14,14,18,45,46
"1275","Lecce","Serie A","Remi Oudin","FRA","FW,MF",42,70,81,81,56,84,80,45,42,87,89,87,93,60,62,18,66,67
"1280","Lecce","Serie A","Gabriel Strefezza","BRA","FW,MF",79,94,96,90,33,84,70,57,68,81,97,98,95,90,83,28,93,95
"1281","Lecce","Serie A","Alessandro Tuia","ITA","DF",17,31,6,18,90,8,25,32,32,11,89,87,77,5,5,18,57,58
"1284","Leeds United","Premier League","Brenden Aaronson","USA","MF,FW",80,57,87,74,19,59,45,32,35,62,89,87,91,81,84,56,2,2
"1286","Leeds United","Premier League","Luke Ayling","ENG","DF",71,70,68,55,17,44,31,53,75,35,89,87,77,77,79,82,15,15
"1287","Leeds United","Premier League","Patrick Bamford","ENG","FW",53,83,90,88,52,90,83,53,54,31,89,96,87,95,94,88,0,1
"1288","Leeds United","Premier League","Liam Cooper","SCO","DF",50,57,35,32,17,23,16,61,90,4,89,87,77,41,42,71,61,61
"1290","Leeds United","Premier League","Junior Firpo","ESP","DF",48,57,6,18,90,1,7,99,100,12,89,87,77,5,5,28,84,84
"1292","Leeds United","Premier League","Joe Gelhardt","ENG","FW",7,31,35,32,17,98,79,32,32,89,89,87,87,35,36,47,24,23
"1293","Leeds United","Premier League","Degnand Gnonto","ITA","FW,MF",47,70,64,70,59,56,61,57,54,54,89,87,77,60,62,47,66,67
"1294","Leeds United","Premier League","Sam Greenwood","ENG","MF,FW",14,57,42,32,11,85,53,53,90,91,89,87,96,31,32,28,70,70
"1296","Leeds United","Premier League","Jack Harrison","ENG","FW,MF",90,87,85,86,57,52,57,74,70,56,89,87,93,85,87,77,70,70
"1297","Leeds United","Premier League","Daniel James","WAL","FW",6,31,9,18,52,54,55,32,32,56,89,87,77,14,14,56,45,46
"1298","Leeds United","Premier League","Mateo Joseph","ENG","FW,MF",1,31,3,18,100,95,99,32,32,37,89,87,77,5,5,77,57,58
"1299","Leeds United","Premier League","Mateusz Klich","POL","MF,FW",9,31,13,18,28,51,43,32,32,82,89,87,77,10,10,10,52,53
"1300","Leeds United","Premier League","Robin Koch","GER","DF",99,31,54,49,22,15,13,32,32,9,89,87,77,54,55,56,10,10
"1302","Leeds United","Premier League","Weston McKennie","USA","MF",51,31,45,32,8,33,16,32,32,41,89,87,77,35,36,28,24,23
"1303","Leeds United","Premier League","Illan Meslier","FRA","GK",97,31,3,18,100,0,1,32,32,3,89,87,77,5,5,77,57,58
"1304","Leeds United","Premier League","Rasmus Nissen","DEN","DF",68,77,45,55,65,22,33,92,92,36,89,87,77,35,36,28,95,95
"1306","Leeds United","Premier League","Marc Roca","ESP","MF",78,57,82,83,61,54,59,35,33,84,89,87,95,63,65,28,16,16
"1307","Leeds United","Premier League","Rodrigo","ESP","FW,MF",67,98,96,96,63,92,91,87,80,40,95,94,91,94,95,71,100,99
"1309","Leeds United","Premier League","Luis Sinisterra","COL","FW",30,87,74,79,66,91,90,87,79,44,89,87,77,80,83,82,89,89
"1310","Leeds United","Premier League","Pascal Struijk","NED","DF",75,70,52,67,76,24,40,74,58,22,89,87,77,52,53,56,78,78
